,target,shape,surface,color
7368,poisonous,convex,smooth,brown
7369,edible,convex,scaly,pink
7370,poisonous,knobbed,scaly,brown
7371,edible,knobbed,smooth,gray
7372,edible,bell,smooth,gray
7373,poisonous,knobbed,smooth,red
7374,edible,convex,smooth,brown
7375,edible,bell,smooth,brown
7376,edible,flat,smooth,brown
7377,edible,knobbed,smooth,gray
7378,poisonous,flat,smooth,brown
7379,poisonous,knobbed,smooth,brown
7380,poisonous,flat,scaly,brown
7381,poisonous,knobbed,scaly,red
7382,poisonous,knobbed,smooth,brown
7383,poisonous,knobbed,smooth,red
7384,edible,bell,smooth,white
7385,poisonous,knobbed,scaly,brown
7386,poisonous,knobbed,scaly,red
7387,edible,knobbed,smooth,brown
7388,poisonous,knobbed,smooth,red
7389,edible,bell,smooth,white
7390,edible,convex,smooth,gray
7391,poisonous,knobbed,smooth,brown
7392,poisonous,knobbed,scaly,brown
7393,poisonous,knobbed,smooth,brown
7394,poisonous,knobbed,scaly,red
7395,poisonous,knobbed,smooth,red
7396,poisonous,knobbed,scaly,brown
7397,edible,bell,smooth,gray
7398,poisonous,knobbed,scaly,red
7399,edible,bell,fibrous,white
7400,poisonous,conical,scaly,yellow
7401,poisonous,convex,smooth,brown
7402,poisonous,knobbed,scaly,red
7403,edible,convex,smooth,gray
7404,edible,bell,smooth,brown
7405,poisonous,knobbed,scaly,red
7406,edible,bell,smooth,brown
7407,poisonous,knobbed,scaly,red
7408,poisonous,knobbed,scaly,red
7409,poisonous,knobbed,smooth,red
7410,edible,bell,smooth,gray
7411,edible,knobbed,smooth,brown
7412,edible,bell,smooth,brown
7413,poisonous,convex,smooth,brown
7414,edible,convex,smooth,gray
7415,edible,convex,fibrous,gray
7416,poisonous,knobbed,smooth,brown
7417,edible,knobbed,fibrous,gray
7418,poisonous,knobbed,smooth,brown
7419,poisonous,knobbed,scaly,red
7420,poisonous,knobbed,scaly,brown
7421,edible,flat,smooth,pink
7422,poisonous,knobbed,scaly,brown
7423,poisonous,knobbed,scaly,red
7424,edible,flat,smooth,brown
7425,poisonous,knobbed,scaly,red
7426,poisonous,knobbed,scaly,brown
7427,poisonous,knobbed,scaly,brown
7428,poisonous,flat,scaly,brown
7429,poisonous,knobbed,smooth,red
7430,poisonous,knobbed,scaly,red
7431,edible,convex,smooth,brown
7432,poisonous,flat,smooth,red
7433,edible,knobbed,smooth,gray
7434,poisonous,knobbed,smooth,red
7435,poisonous,knobbed,smooth,red
7436,edible,flat,smooth,brown
7437,poisonous,knobbed,smooth,brown
7438,edible,convex,fibrous,gray
7439,edible,knobbed,smooth,brown
7440,poisonous,flat,smooth,red
7441,poisonous,knobbed,smooth,brown
7442,edible,flat,scaly,brown
7443,edible,convex,fibrous,gray
7444,edible,knobbed,smooth,white
7445,edible,bell,smooth,brown
7446,poisonous,knobbed,scaly,red
7447,poisonous,knobbed,scaly,red
7448,edible,knobbed,scaly,brown
7449,edible,convex,fibrous,gray
7450,poisonous,knobbed,smooth,brown
7451,poisonous,knobbed,scaly,red
7452,poisonous,knobbed,scaly,brown
7453,poisonous,flat,scaly,brown
7454,edible,flat,smooth,brown
7455,poisonous,flat,scaly,red
7456,poisonous,knobbed,smooth,brown
7457,poisonous,knobbed,smooth,brown
7458,edible,bell,smooth,brown
7459,edible,convex,fibrous,gray
7460,poisonous,knobbed,smooth,brown
7461,poisonous,knobbed,scaly,brown
7462,edible,convex,smooth,gray
7463,poisonous,knobbed,scaly,brown
7464,poisonous,knobbed,smooth,red
7465,poisonous,knobbed,scaly,red
7466,edible,bell,smooth,brown
7467,edible,bell,smooth,gray
7468,poisonous,convex,scaly,red
7469,poisonous,knobbed,smooth,brown
7470,poisonous,knobbed,scaly,red
7471,poisonous,knobbed,scaly,red
7472,poisonous,knobbed,smooth,brown
7473,poisonous,knobbed,scaly,red
7474,poisonous,knobbed,smooth,red
7475,poisonous,convex,smooth,red
7476,poisonous,knobbed,smooth,red
7477,poisonous,knobbed,smooth,brown
7478,edible,bell,fibrous,gray
7479,poisonous,knobbed,scaly,brown
7480,edible,flat,smooth,brown
7481,poisonous,knobbed,smooth,brown
7482,poisonous,flat,scaly,yellow
7483,poisonous,knobbed,smooth,brown
7484,poisonous,flat,scaly,red
7485,edible,convex,fibrous,gray
7486,poisonous,knobbed,scaly,brown
7487,poisonous,knobbed,smooth,brown
7488,poisonous,flat,scaly,brown
7489,edible,flat,smooth,brown
7490,poisonous,knobbed,scaly,brown
7491,poisonous,flat,scaly,brown
7492,poisonous,knobbed,smooth,brown
7493,poisonous,flat,scaly,red
7494,poisonous,knobbed,smooth,brown
7495,poisonous,convex,scaly,red
7496,poisonous,knobbed,scaly,brown
7497,edible,convex,smooth,white
7498,edible,convex,smooth,gray
7499,edible,convex,fibrous,white
7500,poisonous,knobbed,smooth,brown
7501,poisonous,knobbed,smooth,red
7502,poisonous,knobbed,scaly,red
7503,poisonous,knobbed,smooth,red
7504,poisonous,knobbed,smooth,brown
7505,poisonous,knobbed,scaly,brown
7506,poisonous,knobbed,scaly,red
7507,poisonous,knobbed,smooth,brown
7508,poisonous,knobbed,smooth,red
7509,edible,flat,smooth,brown
7510,poisonous,flat,smooth,brown
7511,poisonous,knobbed,smooth,brown
7512,edible,convex,smooth,gray
7513,edible,convex,fibrous,white
7514,poisonous,knobbed,scaly,brown
7515,edible,convex,smooth,brown
7516,poisonous,knobbed,scaly,brown
7517,poisonous,knobbed,scaly,brown
7518,poisonous,knobbed,scaly,brown
7519,poisonous,knobbed,scaly,red
7520,poisonous,knobbed,smooth,brown
7521,edible,bell,smooth,brown
7522,edible,flat,smooth,brown
7523,edible,bell,smooth,white
7524,poisonous,knobbed,smooth,brown
7525,edible,convex,smooth,brown
7526,poisonous,knobbed,scaly,brown
7527,edible,bell,fibrous,gray
7528,edible,bell,smooth,gray
7529,poisonous,convex,smooth,brown
7530,edible,convex,smooth,brown
7531,edible,convex,smooth,white
7532,edible,convex,smooth,brown
7533,edible,knobbed,smooth,gray
7534,edible,convex,smooth,white
7535,poisonous,flat,scaly,cinnamon
7536,edible,convex,smooth,brown
7537,poisonous,knobbed,smooth,red
7538,poisonous,knobbed,scaly,red
7539,edible,convex,smooth,white
7540,edible,knobbed,fibrous,white
7541,edible,bell,fibrous,gray
7542,edible,knobbed,smooth,brown
7543,poisonous,knobbed,scaly,brown
7544,poisonous,flat,scaly,red
7545,poisonous,knobbed,smooth,red
7546,edible,knobbed,smooth,brown
7547,edible,flat,smooth,pink
7548,poisonous,knobbed,scaly,brown
7549,edible,bell,smooth,white
7550,poisonous,knobbed,smooth,red
7551,edible,knobbed,smooth,white
7552,poisonous,knobbed,scaly,brown
7553,poisonous,knobbed,smooth,brown
7554,edible,flat,smooth,brown
7555,poisonous,knobbed,smooth,brown
7556,poisonous,knobbed,scaly,red
7557,edible,convex,smooth,brown
7558,edible,convex,fibrous,white
7559,edible,convex,fibrous,gray
7560,edible,convex,smooth,brown
7561,poisonous,knobbed,smooth,brown
7562,poisonous,knobbed,scaly,red
7563,edible,convex,smooth,white
7564,poisonous,knobbed,scaly,red
7565,edible,convex,fibrous,gray
7566,poisonous,knobbed,smooth,brown
7567,poisonous,flat,scaly,brown
7568,poisonous,knobbed,smooth,red
7569,edible,knobbed,smooth,brown
7570,poisonous,knobbed,smooth,red
7571,poisonous,knobbed,smooth,brown
7572,edible,bell,smooth,gray
7573,poisonous,knobbed,scaly,brown
7574,poisonous,knobbed,smooth,brown
7575,edible,knobbed,fibrous,gray
7576,poisonous,knobbed,scaly,brown
7577,poisonous,knobbed,smooth,red
7578,poisonous,knobbed,scaly,brown
7579,poisonous,knobbed,smooth,red
7580,edible,knobbed,fibrous,white
7581,poisonous,knobbed,scaly,red
7582,poisonous,knobbed,scaly,red
7583,edible,bell,fibrous,white
7584,edible,convex,smooth,gray
7585,edible,bell,smooth,gray
7586,poisonous,knobbed,scaly,red
7587,poisonous,knobbed,smooth,brown
7588,poisonous,knobbed,scaly,red
7589,edible,bell,smooth,white
7590,poisonous,flat,smooth,red
7591,poisonous,knobbed,smooth,brown
7592,edible,knobbed,smooth,white
7593,poisonous,knobbed,scaly,red
7594,poisonous,knobbed,smooth,red
7595,poisonous,knobbed,smooth,brown
7596,edible,convex,smooth,brown
7597,poisonous,knobbed,smooth,brown
7598,poisonous,knobbed,scaly,red
7599,poisonous,bell,scaly,yellow
7600,poisonous,knobbed,scaly,red
7601,edible,convex,smooth,brown
7602,poisonous,knobbed,smooth,red
7603,edible,knobbed,fibrous,gray
7604,poisonous,knobbed,smooth,red
7605,poisonous,knobbed,smooth,red
7606,poisonous,knobbed,smooth,brown
7607,poisonous,knobbed,scaly,brown
7608,edible,convex,fibrous,gray
7609,edible,bell,smooth,white
7610,poisonous,knobbed,scaly,red
7611,edible,bell,smooth,brown
7612,poisonous,knobbed,scaly,red
7613,poisonous,knobbed,smooth,red
7614,edible,bell,smooth,gray
7615,poisonous,knobbed,smooth,red
7616,edible,bell,smooth,brown
7617,poisonous,flat,smooth,brown
7618,poisonous,knobbed,smooth,red
7619,poisonous,knobbed,smooth,brown
7620,poisonous,knobbed,scaly,brown
7621,edible,bell,fibrous,gray
7622,edible,knobbed,smooth,white
7623,poisonous,knobbed,smooth,brown
7624,poisonous,flat,scaly,brown
7625,edible,convex,smooth,white
7626,edible,convex,smooth,brown
7627,poisonous,knobbed,smooth,brown
7628,poisonous,knobbed,scaly,brown
7629,edible,knobbed,smooth,brown
7630,edible,bell,fibrous,white
7631,edible,convex,smooth,white
7632,poisonous,flat,scaly,red
7633,poisonous,knobbed,scaly,red
7634,poisonous,convex,scaly,red
7635,edible,flat,smooth,brown
7636,poisonous,knobbed,smooth,brown
7637,poisonous,convex,smooth,brown
7638,poisonous,knobbed,scaly,red
7639,edible,bell,smooth,white
7640,edible,bell,smooth,gray
7641,edible,knobbed,fibrous,gray
7642,edible,knobbed,fibrous,gray
7643,edible,convex,fibrous,white
7644,poisonous,knobbed,scaly,red
7645,poisonous,flat,scaly,red
7646,poisonous,knobbed,scaly,red
7647,poisonous,flat,smooth,brown
7648,edible,bell,smooth,white
7649,edible,knobbed,smooth,white
7650,edible,bell,fibrous,white
7651,edible,flat,smooth,brown
7652,poisonous,knobbed,scaly,red
7653,poisonous,knobbed,smooth,brown
7654,poisonous,knobbed,smooth,brown
7655,poisonous,flat,scaly,brown
7656,poisonous,convex,smooth,red
7657,edible,flat,smooth,brown
7658,edible,knobbed,fibrous,white
7659,poisonous,knobbed,smooth,brown
7660,poisonous,convex,smooth,brown
7661,edible,bell,fibrous,gray
7662,poisonous,knobbed,scaly,brown
7663,edible,bell,smooth,brown
7664,edible,flat,smooth,brown
7665,poisonous,knobbed,scaly,red
7666,poisonous,knobbed,smooth,red
7667,poisonous,knobbed,scaly,brown
7668,poisonous,knobbed,scaly,red
7669,poisonous,knobbed,scaly,brown
7670,edible,convex,smooth,gray
7671,poisonous,knobbed,scaly,brown
7672,edible,flat,scaly,cinnamon
7673,edible,bell,smooth,brown
7674,poisonous,knobbed,smooth,red
7675,poisonous,knobbed,smooth,brown
7676,poisonous,knobbed,scaly,brown
7677,edible,bell,fibrous,gray
7678,poisonous,knobbed,scaly,brown
7679,edible,bell,fibrous,white
7680,poisonous,knobbed,smooth,red
7681,edible,convex,smooth,white
7682,poisonous,knobbed,scaly,red
7683,poisonous,knobbed,scaly,red
7684,edible,convex,smooth,white
7685,poisonous,knobbed,scaly,red
7686,poisonous,knobbed,scaly,brown
7687,edible,knobbed,smooth,brown
7688,edible,knobbed,smooth,brown
7689,poisonous,knobbed,smooth,red
7690,poisonous,knobbed,smooth,red
7691,edible,knobbed,smooth,brown
7692,poisonous,knobbed,smooth,brown
7693,poisonous,knobbed,smooth,red
7694,poisonous,knobbed,scaly,red
7695,poisonous,knobbed,scaly,red
7696,poisonous,knobbed,scaly,red
7697,edible,knobbed,fibrous,white
7698,edible,bell,smooth,brown
7699,poisonous,knobbed,smooth,red
7700,edible,flat,smooth,brown
7701,edible,flat,scaly,brown
7702,poisonous,knobbed,scaly,red
7703,edible,flat,smooth,gray
7704,edible,convex,smooth,pink
7705,poisonous,conical,scaly,yellow
7706,poisonous,knobbed,smooth,red
7707,poisonous,knobbed,scaly,red
7708,poisonous,knobbed,scaly,red
7709,edible,bell,smooth,brown
7710,poisonous,knobbed,smooth,brown
7711,edible,convex,smooth,white
7712,poisonous,convex,smooth,red
7713,poisonous,convex,scaly,cinnamon
7714,poisonous,flat,smooth,brown
7715,edible,knobbed,smooth,brown
7716,edible,bell,scaly,brown
7717,poisonous,flat,smooth,brown
7718,poisonous,knobbed,smooth,brown
7719,edible,bell,smooth,gray
7720,edible,convex,scaly,brown
7721,poisonous,flat,smooth,brown
7722,edible,knobbed,smooth,brown
7723,edible,bell,fibrous,white
7724,edible,convex,fibrous,white
7725,poisonous,knobbed,smooth,brown
7726,poisonous,convex,scaly,brown
7727,poisonous,knobbed,scaly,red
7728,edible,convex,smooth,brown
7729,poisonous,knobbed,smooth,red
7730,poisonous,convex,smooth,red
7731,poisonous,knobbed,smooth,brown
7732,poisonous,knobbed,scaly,red
7733,poisonous,knobbed,scaly,brown
7734,poisonous,knobbed,smooth,red
7735,edible,bell,fibrous,gray
7736,edible,knobbed,smooth,brown
7737,poisonous,knobbed,scaly,brown
7738,poisonous,knobbed,scaly,yellow
7739,edible,knobbed,smooth,white
7740,edible,convex,smooth,brown
7741,poisonous,knobbed,smooth,brown
7742,edible,knobbed,fibrous,gray
7743,edible,knobbed,fibrous,white
7744,edible,flat,smooth,brown
7745,edible,convex,smooth,white
7746,edible,bell,smooth,gray
7747,edible,convex,fibrous,white
7748,edible,knobbed,fibrous,white
7749,poisonous,knobbed,smooth,brown
7750,poisonous,knobbed,scaly,red
7751,edible,knobbed,fibrous,gray
7752,edible,convex,smooth,white
7753,poisonous,knobbed,smooth,brown
7754,poisonous,knobbed,scaly,brown
7755,poisonous,knobbed,scaly,brown
7756,poisonous,knobbed,smooth,red
7757,poisonous,knobbed,smooth,red
7758,edible,bell,smooth,brown
7759,poisonous,knobbed,smooth,red
7760,edible,convex,smooth,gray
7761,edible,convex,smooth,brown
7762,edible,bell,smooth,white
7763,poisonous,knobbed,smooth,red
7764,edible,convex,smooth,brown
7765,poisonous,knobbed,smooth,brown
7766,poisonous,knobbed,smooth,red
7767,poisonous,knobbed,scaly,red
7768,edible,bell,fibrous,white
7769,poisonous,knobbed,scaly,brown
7770,poisonous,knobbed,smooth,red
7771,edible,bell,smooth,gray
7772,poisonous,knobbed,smooth,brown
7773,poisonous,convex,smooth,brown
7774,poisonous,knobbed,scaly,red
7775,edible,convex,smooth,white
7776,edible,convex,smooth,white
7777,poisonous,knobbed,scaly,brown
7778,edible,knobbed,smooth,brown
7779,poisonous,knobbed,smooth,red
7780,poisonous,knobbed,scaly,red
7781,edible,bell,smooth,brown
7782,edible,bell,fibrous,gray
7783,poisonous,knobbed,smooth,red
7784,poisonous,knobbed,smooth,brown
7785,poisonous,flat,scaly,brown
7786,poisonous,flat,scaly,brown
7787,edible,flat,smooth,brown
7788,poisonous,knobbed,scaly,brown
7789,edible,knobbed,smooth,white
7790,edible,bell,smooth,brown
7791,poisonous,knobbed,scaly,brown
7792,poisonous,knobbed,smooth,brown
7793,poisonous,knobbed,smooth,red
7794,edible,knobbed,smooth,white
7795,poisonous,knobbed,scaly,red
7796,edible,convex,smooth,white
7797,poisonous,knobbed,scaly,red
7798,poisonous,knobbed,scaly,red
7799,poisonous,knobbed,scaly,brown
7800,poisonous,flat,scaly,cinnamon
7801,poisonous,convex,smooth,brown
7802,edible,knobbed,fibrous,gray
7803,poisonous,knobbed,smooth,red
7804,poisonous,convex,scaly,brown
7805,poisonous,flat,scaly,red
7806,edible,knobbed,smooth,brown
7807,poisonous,knobbed,smooth,brown
7808,edible,bell,fibrous,gray
7809,edible,bell,fibrous,white
7810,edible,convex,smooth,brown
7811,poisonous,knobbed,scaly,brown
7812,edible,flat,smooth,brown
7813,edible,convex,smooth,white
7814,poisonous,knobbed,smooth,red
7815,poisonous,knobbed,smooth,red
7816,edible,convex,smooth,gray
7817,edible,bell,smooth,gray
7818,poisonous,knobbed,scaly,brown
7819,poisonous,knobbed,scaly,red
7820,poisonous,knobbed,scaly,red
7821,poisonous,knobbed,scaly,brown
7822,edible,convex,fibrous,white
7823,poisonous,knobbed,scaly,red
7824,edible,bell,smooth,brown
7825,poisonous,knobbed,scaly,brown
7826,poisonous,knobbed,smooth,brown
7827,edible,bell,smooth,brown
7828,edible,flat,smooth,brown
7829,edible,knobbed,smooth,gray
7830,edible,flat,smooth,brown
7831,poisonous,knobbed,scaly,red
7832,edible,bell,smooth,brown
7833,edible,knobbed,smooth,brown
7834,poisonous,knobbed,scaly,red
7835,edible,flat,smooth,brown
7836,poisonous,knobbed,smooth,red
7837,edible,bell,fibrous,gray
7838,poisonous,knobbed,scaly,brown
7839,edible,flat,smooth,brown
7840,poisonous,knobbed,smooth,brown
7841,edible,convex,smooth,gray
7842,edible,convex,smooth,gray
7843,edible,knobbed,smooth,brown
7844,edible,convex,smooth,brown
7845,poisonous,knobbed,scaly,red
7846,edible,convex,fibrous,gray
7847,poisonous,knobbed,smooth,brown
7848,poisonous,knobbed,scaly,red
7849,poisonous,knobbed,scaly,brown
7850,poisonous,knobbed,smooth,red
7851,poisonous,knobbed,scaly,brown
7852,poisonous,knobbed,scaly,red
7853,edible,convex,smooth,white
7854,poisonous,knobbed,smooth,brown
7855,poisonous,knobbed,smooth,red
7856,poisonous,knobbed,smooth,red
7857,edible,convex,fibrous,gray
7858,edible,convex,smooth,brown
7859,edible,bell,smooth,white
7860,poisonous,knobbed,smooth,brown
7861,poisonous,knobbed,scaly,brown
7862,poisonous,knobbed,smooth,brown
7863,poisonous,convex,scaly,red
7864,poisonous,knobbed,scaly,red
7865,edible,convex,smooth,brown
7866,edible,convex,smooth,gray
7867,poisonous,knobbed,smooth,red
7868,poisonous,knobbed,scaly,red
7869,edible,knobbed,smooth,white
7870,edible,bell,smooth,brown
7871,edible,knobbed,smooth,white
7872,poisonous,knobbed,smooth,red
7873,poisonous,knobbed,scaly,brown
7874,poisonous,knobbed,smooth,red
7875,poisonous,knobbed,smooth,brown
7876,poisonous,convex,smooth,brown
7877,edible,knobbed,smooth,brown
7878,poisonous,knobbed,smooth,brown
7879,poisonous,knobbed,smooth,brown
7880,poisonous,knobbed,scaly,red
7881,edible,convex,fibrous,white
7882,poisonous,flat,smooth,red
7883,poisonous,knobbed,smooth,brown
7884,poisonous,knobbed,smooth,red
7885,edible,flat,smooth,brown
7886,edible,convex,scaly,brown
7887,poisonous,knobbed,scaly,brown
7888,poisonous,knobbed,smooth,red
7889,edible,bell,smooth,white
7890,poisonous,knobbed,scaly,brown
7891,poisonous,knobbed,smooth,brown
7892,edible,convex,smooth,brown
7893,edible,convex,smooth,gray
7894,edible,convex,smooth,gray
7895,poisonous,flat,scaly,brown
7896,poisonous,flat,scaly,brown
7897,edible,flat,scaly,gray
7898,poisonous,knobbed,smooth,red
7899,edible,convex,fibrous,white
7900,poisonous,knobbed,scaly,brown
7901,poisonous,knobbed,smooth,brown
7902,poisonous,convex,smooth,red
7903,edible,convex,fibrous,gray
7904,edible,flat,smooth,brown
7905,poisonous,convex,scaly,red
7906,edible,bell,fibrous,white
7907,poisonous,knobbed,smooth,red
7908,edible,convex,fibrous,gray
7909,poisonous,flat,scaly,brown
7910,edible,convex,smooth,brown
7911,edible,bell,smooth,gray
7912,edible,bell,smooth,brown
7913,poisonous,knobbed,smooth,red
7914,edible,flat,smooth,brown
7915,edible,convex,fibrous,gray
7916,poisonous,knobbed,smooth,brown
7917,edible,convex,fibrous,white
7918,edible,flat,scaly,pink
7919,poisonous,knobbed,scaly,red
7920,edible,knobbed,fibrous,gray
7921,edible,knobbed,smooth,brown
7922,poisonous,knobbed,smooth,brown
7923,poisonous,knobbed,smooth,brown
7924,poisonous,knobbed,smooth,red
7925,poisonous,knobbed,scaly,brown
7926,edible,knobbed,smooth,brown
7927,poisonous,knobbed,scaly,brown
7928,edible,knobbed,fibrous,white
7929,poisonous,knobbed,scaly,red
7930,edible,flat,smooth,brown
7931,poisonous,knobbed,smooth,red
7932,edible,convex,fibrous,gray
7933,poisonous,knobbed,scaly,red
7934,poisonous,knobbed,scaly,red
7935,poisonous,knobbed,smooth,brown
7936,edible,bell,smooth,brown
7937,edible,knobbed,smooth,white
7938,edible,bell,smooth,brown
7939,edible,flat,scaly,gray
7940,poisonous,knobbed,scaly,red
7941,poisonous,convex,scaly,red
7942,poisonous,knobbed,scaly,brown
7943,edible,knobbed,smooth,brown
7944,edible,knobbed,smooth,brown
7945,edible,convex,scaly,cinnamon
7946,poisonous,knobbed,smooth,red
7947,poisonous,knobbed,scaly,brown
7948,poisonous,knobbed,smooth,red
7949,poisonous,knobbed,scaly,brown
7950,poisonous,knobbed,scaly,red
7951,edible,flat,smooth,cinnamon
7952,edible,convex,smooth,brown
7953,edible,bell,fibrous,white
7954,edible,knobbed,fibrous,gray
7955,edible,flat,smooth,brown
